mos,std
4.80556,0.14604
6.72222,0.2682
3.6,0.16758
4.8,0.15545
4.39394,0.13511
3.91176,0.16828
4.11429,0.1553
3.79412,0.13656
5.57143,0.12959
5.17647,0.10581
4.77778,0.10476
4.08824,0.10496
3.85714,0.1153
6.14286,0.15724
5.61111,0.14314
5.17143,0.14278
4.02857,0.13084
3.51429,0.10199
5.77778,0.17617
4.82857,0.11055
4.14286,0.10799
3.36111,0.09744
2.68571,0.09707
5.77143,0.14617
5.02941,0.1138
4.61765,0.12489
3.33333,0.13029
2.74286,0.12351
5.8,0.1752
6.02778,0.19439
5.68571,0.18415
5.08824,0.14024
2.29412,0.09781
5.70588,0.1284
5.34286,0.14537
4.34286,0.15088
2.74286,0.11671
0.41667,0.12028
5.14286,0.10799
4.67647,0.09037
4.4,0.12905
3.88571,0.10514
3.44444,0.1329
5.54286,0.15303
5.27778,0.1868
5.25,0.10668
4.45714,0.10949
3.77143,0.09968
4.0,0.09897
3.58333,0.11369
3.25,0.12653
2.91429,0.11691
2.41667,0.13249
6.39394,0.12813
6.16667,0.15466
5.88889,0.18749
5.5,0.14959
5.23529,0.12519
5.33333,0.14699
5.25714,0.10176
4.61111,0.10598
3.85714,0.1153
2.75,0.11369
4.4,0.15226
4.28571,0.12501
3.70588,0.1284
3.47222,0.14426
3.02778,0.15459
3.5,0.11453
3.14286,0.15724
3.0303,0.14523
2.71429,0.14885
2.74286,0.14196
5.52941,0.13942
5.05556,0.14134
4.29412,0.13497
3.17647,0.15823
1.94444,0.16641
5.83333,0.16434
5.2,0.1388
4.22857,0.12832
3.11765,0.12314
1.33333,0.13029
5.85714,0.12868
5.57143,0.13574
4.25714,0.15827
2.14706,0.11108
1.47222,0.14426
6.08571,0.18679
5.86111,0.16737
5.36111,0.14779
4.97222,0.15459
4.6,0.15226
6.02778,0.14952
5.8,0.1501
4.83333,0.20601
5.0303,0.1631
4.66667,0.2357
4.82857,0.13694
5.71429,0.15945
3.68571,0.07847
4.57143,0.11631
3.02857,0.12445
5.71429,0.16938
5.14286,0.15196
5.08824,0.16306
3.82857,0.20398
3.11111,0.23167
3.27778,0.2682
2.93939,0.16
3.52778,0.20595
3.97059,0.16888
4.14286,0.1673
5.91667,0.15897
6.41667,0.17732
5.77143,0.16702
5.55556,0.1593
4.47059,0.1264
5.61111,0.15849
6.85714,0.1408
4.48571,0.17319
6.38889,0.23661
3.28571,0.16938
5.61111,0.20138
5.05882,0.10959
4.44444,0.14404
4.0,0.15713
2.67647,0.13619
5.16667,0.14959
4.28571,0.09537
3.83333,0.10758
3.79412,0.09093
3.34286,0.0985
5.67647,0.11557
5.54286,0.13608
5.0,0.12122
4.97222,0.18628
4.05714,0.17116
5.17143,0.13084
4.45714,0.0934
4.88571,0.17967
3.42857,0.1013
2.91429,0.11691
4.80556,0.17042
4.25,0.15404
3.79412,0.11601
3.4,0.12905
2.79412,0.13007
6.30556,0.14065
6.27778,0.16947
6.17143,0.1177
6.14286,0.1673
5.97143,0.15901
5.65714,0.13964
5.44444,0.12696
4.62857,0.14617
4.02778,0.15459
2.77143,0.14047
